subject,N,draw,model,n_labeled,n_test,f1_A_subject_only,f1_B_crosssubject_zero_label,f1_C_crosssubject_plus_labels
8,50,rand4,SVM,200,374,0.8696,0.7185,0.7886
8,50,rand4,RF,200,374,0.8736,0.7528,0.7712
8,100,first,SVM,356,218,0.4833,0.4721,0.4768
8,100,first,RF,356,218,0.4919,0.4416,0.4636
8,100,rand0,SVM,356,218,0.4726,0.4707,0.4836
8,100,rand0,RF,356,218,0.4774,0.4564,0.4609
8,100,rand1,SVM,356,218,0.4857,0.4701,0.4843
8,100,rand1,RF,356,218,0.4861,0.4497,0.4653
8,100,rand2,SVM,356,218,0.655,0.4707,0.4754
8,100,rand2,RF,356,218,0.6614,0.4623,0.4683
8,100,rand3,SVM,356,218,0.4861,0.4959,0.6621
8,100,rand3,RF,356,218,0.4874,0.4843,0.4843
8,100,rand4,SVM,356,218,0.487,0.4701,0.474
8,100,rand4,RF,356,218,1.0,0.4609,0.4761
9,5,first,SVM,20,571,0.4635,0.7885,0.7884
9,5,first,RF,20,571,0.5354,0.7849,0.7755
9,5,rand0,SVM,20,571,0.7261,0.7909,0.7922
9,5,rand0,RF,20,571,0.6994,0.7867,0.7808
9,5,rand1,SVM,20,571,0.6201,0.7949,0.8014
9,5,rand1,RF,20,571,0.6417,0.7877,0.7833
9,5,rand2,SVM,20,571,0.6574,0.79,0.7986
9,5,rand2,RF,20,571,0.7081,0.7892,0.7829
9,5,rand3,SVM,20,571,0.6985,0.7921,0.792
9,5,rand3,RF,20,571,0.6577,0.783,0.7822
9,5,rand4,SVM,20,571,0.6819,0.7876,0.7945
9,5,rand4,RF,20,571,0.7003,0.784,0.7914
9,10,first,SVM,40,551,0.4027,0.7961,0.7937
9,10,first,RF,40,551,0.6134,0.7928,0.7908
9,10,rand0,SVM,40,551,0.7477,0.7864,0.8007
9,10,rand0,RF,40,551,0.7237,0.7847,0.7918
9,10,rand1,SVM,40,551,0.813,0.7829,0.7891
9,10,rand1,RF,40,551,0.7936,0.7799,0.7816
9,10,rand2,SVM,40,551,0.7668,0.7924,0.8027
9,10,rand2,RF,40,551,0.7205,0.7838,0.7745
9,10,rand3,SVM,40,551,0.7315,0.7895,0.7895
9,10,rand3,RF,40,551,0.6833,0.7857,0.7982
9,10,rand4,SVM,40,551,0.7694,0.7903,0.7966
9,10,rand4,RF,40,551,0.7792,0.7784,0.7855
9,20,first,SVM,80,511,0.5514,0.8033,0.8167
9,20,first,RF,80,511,0.4909,0.8035,0.8198
9,20,rand0,SVM,80,511,0.8493,0.7935,0.8123
9,20,rand0,RF,80,511,0.8171,0.7805,0.7948
9,20,rand1,SVM,80,511,0.8971,0.7853,0.8077
9,20,rand1,RF,80,511,0.8285,0.7809,0.8053
9,20,rand2,SVM,80,511,0.8433,0.7835,0.8091
9,20,rand2,RF,80,511,0.8446,0.7832,0.8023
9,20,rand3,SVM,80,511,0.8394,0.7997,0.8258
9,20,rand3,RF,80,511,0.757,0.7866,0.7882
9,20,rand4,SVM,80,511,0.7792,0.8101,0.8239
9,20,rand4,RF,80,511,0.768,0.7947,0.8053
9,50,first,SVM,200,391,0.7125,0.7906,0.8282
9,50,first,RF,200,391,0.729,0.7988,0.8069
9,50,rand0,SVM,200,391,0.9143,0.7963,0.8362
9,50,rand0,RF,200,391,0.8141,0.7673,0.7885
9,50,rand1,SVM,200,391,0.8642,0.7703,0.8029
9,50,rand1,RF,200,391,0.8471,0.7829,0.8113
9,50,rand2,SVM,200,391,0.9051,0.7989,0.844
9,50,rand2,RF,200,391,0.873,0.7927,0.8232
9,50,rand3,SVM,200,391,0.885,0.7693,0.8222
9,50,rand3,RF,200,391,0.8366,0.7611,0.8017
9,50,rand4,SVM,200,391,0.8944,0.7684,0.8004
9,50,rand4,RF,200,391,0.8382,0.7565,0.7881
9,100,first,SVM,387,204,0.6603,0.582,0.5975
9,100,first,RF,387,204,0.6168,0.6148,0.5958
9,100,rand0,SVM,387,204,0.669,0.5132,0.59
9,100,rand0,RF,387,204,0.6119,0.512,0.5038
9,100,rand1,SVM,387,204,0.7378,0.5768,0.6121
9,100,rand1,RF,387,204,0.68,0.521,0.6074
9,100,rand2,SVM,387,204,0.9852,0.6214,0.6673
9,100,rand2,RF,387,204,0.7041,0.5827,0.6544
9,100,rand3,SVM,387,204,0.7235,0.5886,0.6061
9,100,rand3,RF,387,204,0.6771,0.5644,0.6613
9,100,rand4,SVM,387,204,0.6345,0.5485,0.5753
9,100,rand4,RF,387,204,0.6287,0.5487,0.5486
10,5,first,SVM,20,489,0.5587,0.7146,0.7118
10,5,first,RF,20,489,0.6186,0.7467,0.7685
10,5,rand0,SVM,20,489,0.668,0.7137,0.723
10,5,rand0,RF,20,489,0.6563,0.7361,0.7602
10,5,rand1,SVM,20,489,0.6516,0.708,0.7166
10,5,rand1,RF,20,489,0.6373,0.7341,0.7551
10,5,rand2,SVM,20,489,0.6067,0.7087,0.7116
10,5,rand2,RF,20,489,0.6728,0.7352,0.7571
10,5,rand3,SVM,20,489,0.6841,0.7174,0.7152
10,5,rand3,RF,20,489,0.609,0.7398,0.7491
10,5,rand4,SVM,20,489,0.6618,0.7109,0.7119
10,5,rand4,RF,20,489,0.6871,0.7318,0.755
10,10,first,SVM,40,469,0.6172,0.7181,0.7191
10,10,first,RF,40,469,0.6619,0.757,0.7795
10,10,rand0,SVM,40,469,0.804,0.7002,0.7002
10,10,rand0,RF,40,469,0.7661,0.724,0.7373
10,10,rand1,SVM,40,469,0.7419,0.7079,0.7119
10,10,rand1,RF,40,469,0.7465,0.7329,0.7642
10,10,rand2,SVM,40,469,0.7445,0.735,0.7508
10,10,rand2,RF,40,469,0.7613,0.7688,0.7771
10,10,rand3,SVM,40,469,0.752,0.7189,0.7284
10,10,rand3,RF,40,469,0.8203,0.7512,0.7678
10,10,rand4,SVM,40,469,0.7895,0.7274,0.7366
10,10,rand4,RF,40,469,0.7422,0.7479,0.7694
10,20,first,SVM,80,429,0.6561,0.7229,0.7546
10,20,first,RF,80,429,0.6588,0.7611,0.7946
10,20,rand0,SVM,80,429,0.8009,0.714,0.7396
10,20,rand0,RF,80,429,0.8279,0.7425,0.7704
10,20,rand1,SVM,80,429,0.8704,0.6935,0.7168
10,20,rand1,RF,80,429,0.8326,0.7579,0.7738
10,20,rand2,SVM,80,429,0.8192,0.6975,0.7371
10,20,rand2,RF,80,429,0.7903,0.7299,0.7534
10,20,rand3,SVM,80,429,0.8751,0.7284,0.7514
10,20,rand3,RF,80,429,0.8453,0.751,0.7823
10,20,rand4,SVM,80,429,0.8472,0.6734,0.6912
10,20,rand4,RF,80,429,0.8408,0.6968,0.7353
10,50,first,SVM,200,309,0.7566,0.7671,0.7852
10,50,first,RF,200,309,0.8564,0.7916,0.8462
10,50,rand0,SVM,200,309,0.8972,0.7358,0.7955
10,50,rand0,RF,200,309,0.8592,0.8137,0.8636
10,50,rand1,SVM,200,309,0.8376,0.7152,0.7771
10,50,rand1,RF,200,309,0.7947,0.7179,0.7687
10,50,rand2,SVM,200,309,0.8872,0.6466,0.715
10,50,rand2,RF,200,309,0.809,0.7241,0.7442
10,50,rand3,SVM,200,309,0.8173,0.6829,0.7918
10,50,rand3,RF,200,309,0.8692,0.7935,0.8328
10,50,rand4,SVM,200,309,0.8614,0.6719,0.74
10,50,rand4,RF,200,309,0.8883,0.7046,0.7429
10,100,first,SVM,323,186,0.4987,0.3269,0.3279
10,100,first,RF,323,186,1.0,0.3315,0.3315
10,100,rand0,SVM,323,186,0.4833,0.3269,0.3269
10,100,rand0,RF,323,186,0.4904,0.3297,0.3306
10,100,rand1,SVM,323,186,1.0,0.3288,0.3306
10,100,rand1,RF,323,186,1.0,0.4973,0.4987
10,100,rand2,SVM,323,186,0.3288,0.326,0.2445
10,100,rand2,RF,323,186,0.4987,0.3297,0.3306
10,100,rand3,SVM,323,186,1.0,0.3269,0.3269
10,100,rand3,RF,323,186,0.4973,0.3297,0.3306
10,100,rand4,SVM,323,186,0.3297,0.3269,0.2452
10,100,rand4,RF,323,186,0.4973,0.3297,0.3306
11,5,first,SVM,20,498,0.5098,0.8666,0.873
11,5,first,RF,20,498,0.5231,0.8544,0.8628
11,5,rand0,SVM,20,498,0.6115,0.8728,0.8824
11,5,rand0,RF,20,498,0.633,0.8602,0.8695
11,5,rand1,SVM,20,498,0.606,0.8666,0.8666
11,5,rand1,RF,20,498,0.6451,0.8602,0.8547
11,5,rand2,SVM,20,498,0.5166,0.8665,0.8728
11,5,rand2,RF,20,498,0.6679,0.8535,0.8494
11,5,rand3,SVM,20,498,0.5821,0.8633,0.8729
11,5,rand3,RF,20,498,0.6515,0.853,0.8694
11,5,rand4,SVM,20,498,0.5864,0.8696,0.8729
11,5,rand4,RF,20,498,0.6459,0.853,0.8515
11,10,first,SVM,40,478,0.4953,0.8677,0.8777
11,10,first,RF,40,478,0.5052,0.8474,0.8603
11,10,rand0,SVM,40,478,0.6599,0.8846,0.8949
11,10,rand0,RF,40,478,0.6755,0.8671,0.8859
11,10,rand1,SVM,40,478,0.7306,0.8669,0.884
11,10,rand1,RF,40,478,0.7524,0.8533,0.8546
11,10,rand2,SVM,40,478,0.746,0.8511,0.8545
11,10,rand2,RF,40,478,0.6702,0.8379,0.8317
11,10,rand3,SVM,40,478,0.6698,0.8775,0.8944
11,10,rand3,RF,40,478,0.6856,0.8544,0.8565
11,10,rand4,SVM,40,478,0.7893,0.8732,0.8802
11,10,rand4,RF,40,478,0.7319,0.8628,0.8783
11,20,first,SVM,80,438,0.4689,0.8676,0.8829
11,20,first,RF,80,438,0.4568,0.8599,0.8713
11,20,rand0,SVM,80,438,0.8189,0.8615,0.8657
11,20,rand0,RF,80,438,0.799,0.8638,0.8762
11,20,rand1,SVM,80,438,0.7809,0.8704,0.8856
11,20,rand1,RF,80,438,0.7964,0.8586,0.8743
11,20,rand2,SVM,80,438,0.7843,0.8605,0.88
11,20,rand2,RF,80,438,0.7983,0.857,0.8875
11,20,rand3,SVM,80,438,0.8661,0.8668,0.8902
11,20,rand3,RF,80,438,0.8464,0.8561,0.8667
11,20,rand4,SVM,80,438,0.8525,0.8549,0.8786
11,20,rand4,RF,80,438,0.7763,0.8519,0.8731
11,50,first,SVM,200,318,0.6315,0.8527,0.8887
11,50,first,RF,200,318,0.7092,0.8241,0.8576
11,50,rand0,SVM,200,318,0.8421,0.8637,0.8963
11,50,rand0,RF,200,318,0.8312,0.8346,0.89
11,50,rand1,SVM,200,318,0.9456,0.8634,0.9004
11,50,rand1,RF,200,318,0.9496,0.8444,0.8961
11,50,rand2,SVM,200,318,0.8626,0.8495,0.9064
11,50,rand2,RF,200,318,0.841,0.8956,0.9012
11,50,rand3,SVM,200,318,0.8484,0.8616,0.8894
11,50,rand3,RF,200,318,0.805,0.8644,0.9184
11,50,rand4,SVM,200,318,0.961,0.8832,0.9191
11,50,rand4,RF,200,318,0.9594,0.9027,0.9406
11,100,first,SVM,351,167,0.1896,0.4985,0.497
11,100,first,RF,351,167,0.2091,0.4985,1.0
11,100,rand0,SVM,351,167,0.4939,0.3272,0.3262
11,100,rand0,RF,351,167,0.2431,0.4924,0.3293
11,100,rand1,SVM,351,167,0.322,0.3262,0.3262
11,100,rand1,RF,351,167,0.2423,0.4939,0.3313
11,100,rand2,SVM,351,167,0.3293,0.4939,0.4939
11,100,rand2,RF,351,167,0.2446,0.497,0.497
11,100,rand3,SVM,351,167,0.2454,0.4939,0.4924
11,100,rand3,RF,351,167,0.2446,0.4955,0.4955
11,100,rand4,SVM,351,167,0.322,0.3303,0.3303
11,100,rand4,RF,351,167,0.3209,0.4955,0.497
12,5,first,SVM,20,487,0.5471,0.8216,0.8306
12,5,first,RF,20,487,0.6064,0.814,0.8276
12,5,rand0,SVM,20,487,0.75,0.8225,0.8361
12,5,rand0,RF,20,487,0.7008,0.8125,0.8297
12,5,rand1,SVM,20,487,0.7789,0.8294,0.844
12,5,rand1,RF,20,487,0.7911,0.8119,0.8261
12,5,rand2,SVM,20,487,0.7179,0.8268,0.8296
12,5,rand2,RF,20,487,0.6393,0.8181,0.818
12,5,rand3,SVM,20,487,0.6851,0.833,0.8484
12,5,rand3,RF,20,487,0.6787,0.8161,0.8273
12,5,rand4,SVM,20,487,0.7583,0.8291,0.8311
12,5,rand4,RF,20,487,0.7403,0.8193,0.8435
12,10,first,SVM,40,467,0.5514,0.8157,0.8356
12,10,first,RF,40,467,0.5543,0.812,0.8308
12,10,rand0,SVM,40,467,0.7832,0.8204,0.8438
12,10,rand0,RF,40,467,0.7588,0.8162,0.8464
12,10,rand1,SVM,40,467,0.8321,0.822,0.8432
12,10,rand1,RF,40,467,0.81,0.7996,0.8253
12,10,rand2,SVM,40,467,0.8766,0.8259,0.8417
12,10,rand2,RF,40,467,0.7593,0.8174,0.8539
12,10,rand3,SVM,40,467,0.7583,0.8323,0.8459
12,10,rand3,RF,40,467,0.7829,0.8371,0.8651
12,10,rand4,SVM,40,467,0.8134,0.8113,0.8232
12,10,rand4,RF,40,467,0.8267,0.8028,0.8291
12,20,first,SVM,80,427,0.5664,0.8211,0.8464
12,20,first,RF,80,427,0.5419,0.8189,0.8631
12,20,rand0,SVM,80,427,0.8432,0.8295,0.8618
12,20,rand0,RF,80,427,0.8679,0.8072,0.8615
12,20,rand1,SVM,80,427,0.8451,0.8047,0.8438
12,20,rand1,RF,80,427,0.8355,0.8198,0.8546
12,20,rand2,SVM,80,427,0.8578,0.823,0.8466
12,20,rand2,RF,80,427,0.8333,0.8273,0.8749
12,20,rand3,SVM,80,427,0.8363,0.8074,0.846
12,20,rand3,RF,80,427,0.8057,0.8058,0.8623
12,20,rand4,SVM,80,427,0.8497,0.8232,0.8616
12,20,rand4,RF,80,427,0.8319,0.8287,0.8474
12,50,first,SVM,200,307,0.7702,0.7624,0.7977
12,50,first,RF,200,307,0.6379,0.7678,0.8721
12,50,rand0,SVM,200,307,0.8416,0.785,0.8421
12,50,rand0,RF,200,307,0.8546,0.7698,0.8211
12,50,rand1,SVM,200,307,0.9199,0.7385,0.7799
12,50,rand1,RF,200,307,0.8055,0.6925,0.8028
12,50,rand2,SVM,200,307,0.9123,0.7373,0.7696
12,50,rand2,RF,200,307,0.7834,0.7814,0.8396
12,50,rand3,SVM,200,307,0.9232,0.7426,0.806
12,50,rand3,RF,200,307,0.8431,0.8251,0.8543
12,50,rand4,SVM,200,307,0.8992,0.7676,0.8439
12,50,rand4,RF,200,307,0.9143,0.8721,0.9237
12,100,first,SVM,321,186,0.4946,0.2466,0.2473
12,100,first,RF,321,186,0.4987,0.4987,0.4987
12,100,rand0,SVM,321,186,0.2473,0.2409,0.2424
12,100,rand0,RF,321,186,0.3306,0.2466,0.2466
12,100,rand1,SVM,321,186,0.2466,0.2417,0.2431
12,100,rand1,RF,321,186,0.3297,0.2466,0.3306
12,100,rand2,SVM,321,186,0.4987,0.2395,0.2417
12,100,rand2,RF,321,186,0.4959,0.2473,0.2473
12,100,rand3,SVM,321,186,0.4987,0.2409,0.2424
12,100,rand3,RF,321,186,0.4959,0.2473,0.3306
12,100,rand4,SVM,321,186,0.4932,0.3232,0.3269
12,100,rand4,RF,321,186,0.4973,0.248,0.3315
13,5,first,SVM,20,732,0.4895,0.8884,0.891
13,5,first,RF,20,732,0.5358,0.8985,0.9034
13,5,rand0,SVM,20,732,0.6587,0.8979,0.8979
13,5,rand0,RF,20,732,0.6592,0.8985,0.8955
13,5,rand1,SVM,20,732,0.6343,0.8909,0.8932
13,5,rand1,RF,20,732,0.6584,0.8936,0.901
13,5,rand2,SVM,20,732,0.5975,0.8907,0.8952
13,5,rand2,RF,20,732,0.6275,0.891,0.8957
13,5,rand3,SVM,20,732,0.5804,0.8936,0.8959
13,5,rand3,RF,20,732,0.629,0.8964,0.8987
13,5,rand4,SVM,20,732,0.6242,0.8884,0.8884
13,5,rand4,RF,20,732,0.6894,0.8933,0.8992
13,10,first,SVM,40,712,0.6179,0.888,0.8905
13,10,first,RF,40,712,0.6136,0.8989,0.8981
13,10,rand0,SVM,40,712,0.7526,0.8917,0.8917
13,10,rand0,RF,40,712,0.7097,0.8971,0.901
13,10,rand1,SVM,40,712,0.7321,0.8903,0.8903
13,10,rand1,RF,40,712,0.6902,0.8931,0.8999
13,10,rand2,SVM,40,712,0.6915,0.8957,0.8981
13,10,rand2,RF,40,712,0.7351,0.9066,0.9045
13,10,rand3,SVM,40,712,0.7696,0.8877,0.8877
13,10,rand3,RF,40,712,0.7492,0.8936,0.8982
13,10,rand4,SVM,40,712,0.6856,0.8906,0.893
13,10,rand4,RF,40,712,0.7698,0.8906,0.8917
13,20,first,SVM,80,672,0.6791,0.8797,0.8823
13,20,first,RF,80,672,0.602,0.8933,0.8939
13,20,rand0,SVM,80,672,0.8004,0.8923,0.8953
13,20,rand0,RF,80,672,0.8138,0.8993,0.8985
13,20,rand1,SVM,80,672,0.7878,0.8927,0.8985
13,20,rand1,RF,80,672,0.8281,0.9035,0.904
13,20,rand2,SVM,80,672,0.7619,0.8895,0.8937
13,20,rand2,RF,80,672,0.8084,0.9116,0.9049
13,20,rand3,SVM,80,672,0.8019,0.8973,0.897
13,20,rand3,RF,80,672,0.7818,0.8943,0.8956
13,20,rand4,SVM,80,672,0.8162,0.8883,0.891
13,20,rand4,RF,80,672,0.7721,0.8931,0.9013
13,50,first,SVM,200,552,0.8377,0.8896,0.8896
13,50,first,RF,200,552,0.8641,0.8918,0.8867
13,50,rand0,SVM,200,552,0.885,0.8709,0.8701
13,50,rand0,RF,200,552,0.8985,0.89,0.914
13,50,rand1,SVM,200,552,0.8248,0.8538,0.8616
13,50,rand1,RF,200,552,0.8736,0.8725,0.8745
13,50,rand2,SVM,200,552,0.8214,0.8901,0.8891
13,50,rand2,RF,200,552,0.8367,0.9251,0.9126
13,50,rand3,SVM,200,552,0.881,0.8807,0.893
13,50,rand3,RF,200,552,0.8393,0.8759,0.8878
13,50,rand4,SVM,200,552,0.8693,0.8774,0.8787
13,50,rand4,RF,200,552,0.8534,0.8925,0.9015
13,100,first,SVM,389,363,0.6039,0.6245,0.6245
13,100,first,RF,389,363,0.6663,0.6628,0.6737
13,100,rand0,SVM,389,363,0.6811,0.6234,0.6234
13,100,rand0,RF,389,363,0.65,0.9164,0.9171
13,100,rand1,SVM,389,363,0.6396,0.6202,0.6369
13,100,rand1,RF,389,363,0.6495,0.6436,0.6551
13,100,rand2,SVM,389,363,0.5751,0.6135,0.6135
13,100,rand2,RF,389,363,0.63,0.6901,0.6664
13,100,rand3,SVM,389,363,0.6783,0.6331,0.641
13,100,rand3,RF,389,363,0.985,0.7012,0.7134
13,100,rand4,SVM,389,363,0.5827,0.6278,0.6361
13,100,rand4,RF,389,363,0.695,0.6965,0.723
14,5,first,SVM,20,755,0.4757,0.8082,0.8103
14,5,first,RF,20,755,0.4651,0.7671,0.7724
14,5,rand0,SVM,20,755,0.5993,0.804,0.804
14,5,rand0,RF,20,755,0.5443,0.7644,0.7694
14,5,rand1,SVM,20,755,0.5791,0.8035,0.8041
14,5,rand1,RF,20,755,0.5982,0.7624,0.7667
14,5,rand2,SVM,20,755,0.6406,0.8006,0.8071
14,5,rand2,RF,20,755,0.6134,0.7623,0.7746
14,5,rand3,SVM,20,755,0.6531,0.8051,0.8051
14,5,rand3,RF,20,755,0.666,0.7697,0.8037
14,5,rand4,SVM,20,755,0.5947,0.8087,0.8065
14,5,rand4,RF,20,755,0.5953,0.7686,0.7679
14,10,first,SVM,40,735,0.5648,0.8098,0.8168
14,10,first,RF,40,735,0.5332,0.7671,0.7781
14,10,rand0,SVM,40,735,0.714,0.8081,0.8133
14,10,rand0,RF,40,735,0.7176,0.7723,0.8007
14,10,rand1,SVM,40,735,0.7731,0.8017,0.8045
14,10,rand1,RF,40,735,0.6824,0.7662,0.79
14,10,rand2,SVM,40,735,0.6933,0.8142,0.8213
14,10,rand2,RF,40,735,0.6965,0.7764,0.7894
14,10,rand3,SVM,40,735,0.7288,0.7947,0.7947
14,10,rand3,RF,40,735,0.6505,0.7639,0.7681
14,10,rand4,SVM,40,735,0.7258,0.8073,0.8145
14,10,rand4,RF,40,735,0.7173,0.7665,0.7875
14,20,first,SVM,80,695,0.6057,0.8159,0.8326
14,20,first,RF,80,695,0.5677,0.7803,0.8115
14,20,rand0,SVM,80,695,0.8235,0.8233,0.8356
14,20,rand0,RF,80,695,0.8302,0.7682,0.8038
14,20,rand1,SVM,80,695,0.8487,0.8055,0.8091
14,20,rand1,RF,80,695,0.8324,0.7655,0.7874
14,20,rand2,SVM,80,695,0.8405,0.7971,0.8086
14,20,rand2,RF,80,695,0.8098,0.7531,0.7929
14,20,rand3,SVM,80,695,0.7634,0.7835,0.7952
14,20,rand3,RF,80,695,0.7381,0.7595,0.779
14,20,rand4,SVM,80,695,0.8111,0.8054,0.8141
14,20,rand4,RF,80,695,0.7479,0.764,0.8063
14,50,first,SVM,200,575,0.66,0.7769,0.82
14,50,first,RF,200,575,0.6626,0.7792,0.8149
14,50,rand0,SVM,200,575,0.8587,0.7782,0.8177
14,50,rand0,RF,200,575,0.8168,0.74,0.8036
14,50,rand1,SVM,200,575,0.8119,0.7545,0.7725
14,50,rand1,RF,200,575,0.7612,0.7167,0.7794
14,50,rand2,SVM,200,575,0.8162,0.7581,0.7833
14,50,rand2,RF,200,575,0.8592,0.7256,0.7854
14,50,rand3,SVM,200,575,0.8517,0.7515,0.7874
14,50,rand3,RF,200,575,0.8519,0.7245,0.7988
14,50,rand4,SVM,200,575,0.8755,0.7755,0.8045
14,50,rand4,RF,200,575,0.8361,0.7754,0.8237
14,100,first,SVM,372,403,0.5895,0.6356,0.6583
14,100,first,RF,372,403,0.5529,0.6246,0.6651
14,100,rand0,SVM,372,403,0.6824,0.5947,0.6383
14,100,rand0,RF,372,403,0.6791,0.5788,0.6379
14,100,rand1,SVM,372,403,0.6699,0.5831,0.6129
14,100,rand1,RF,372,403,0.6696,0.5723,0.6318
14,100,rand2,SVM,372,403,0.6769,0.5625,0.5958
14,100,rand2,RF,372,403,0.6668,0.5506,0.6284
14,100,rand3,SVM,372,403,0.663,0.6344,0.6551
14,100,rand3,RF,372,403,0.6713,0.5889,0.6467
14,100,rand4,SVM,372,403,0.6345,0.6559,0.6826
14,100,rand4,RF,372,403,0.6454,0.6505,0.6863
15,5,first,SVM,20,590,0.5877,0.8302,0.8366
15,5,first,RF,20,590,0.5794,0.7783,0.8053
15,5,rand0,SVM,20,590,0.6095,0.8306,0.8336
15,5,rand0,RF,20,590,0.6252,0.7754,0.795
15,5,rand1,SVM,20,590,0.6528,0.8313,0.8306
15,5,rand1,RF,20,590,0.6635,0.7798,0.7912
15,5,rand2,SVM,20,590,0.719,0.8336,0.8366
15,5,rand2,RF,20,590,0.6837,0.777,0.8077
15,5,rand3,SVM,20,590,0.7238,0.8324,0.8351
15,5,rand3,RF,20,590,0.7439,0.7756,0.7935
15,5,rand4,SVM,20,590,0.7053,0.8268,0.8313
15,5,rand4,RF,20,590,0.6526,0.7642,0.7796
15,10,first,SVM,40,570,0.664,0.8299,0.8369
15,10,first,RF,40,570,0.6441,0.7774,0.8128
15,10,rand0,SVM,40,570,0.6809,0.8299,0.8321
15,10,rand0,RF,40,570,0.7164,0.7729,0.8065
15,10,rand1,SVM,40,570,0.7686,0.8356,0.8487
15,10,rand1,RF,40,570,0.7451,0.7888,0.8168
15,10,rand2,SVM,40,570,0.7695,0.8334,0.8409
15,10,rand2,RF,40,570,0.7374,0.7783,0.8061
15,10,rand3,SVM,40,570,0.7561,0.8343,0.8449
15,10,rand3,RF,40,570,0.709,0.77,0.7955
15,10,rand4,SVM,40,570,0.7731,0.8259,0.8366
15,10,rand4,RF,40,570,0.7534,0.7823,0.8226
15,20,first,SVM,80,530,0.6309,0.8331,0.8506
15,20,first,RF,80,530,0.59,0.7826,0.8115
15,20,rand0,SVM,80,530,0.7759,0.8382,0.8427
15,20,rand0,RF,80,530,0.7955,0.7857,0.833
15,20,rand1,SVM,80,530,0.7807,0.8177,0.8303
15,20,rand1,RF,80,530,0.7654,0.7638,0.7988
15,20,rand2,SVM,80,530,0.8119,0.8309,0.8494
15,20,rand2,RF,80,530,0.7808,0.7688,0.8242
15,20,rand3,SVM,80,530,0.8046,0.8084,0.8233
15,20,rand3,RF,80,530,0.7775,0.7428,0.7893
15,20,rand4,SVM,80,530,0.8101,0.8187,0.8317
15,20,rand4,RF,80,530,0.83,0.7824,0.8202
15,50,first,SVM,200,410,0.7469,0.7692,0.7983
15,50,first,RF,200,410,0.7005,0.7378,0.7912
15,50,rand0,SVM,200,410,0.8116,0.7698,0.8053
15,50,rand0,RF,200,410,0.7806,0.7812,0.8299
15,50,rand1,SVM,200,410,0.7794,0.7749,0.7951
15,50,rand1,RF,200,410,0.7423,0.7531,0.8061
15,50,rand2,SVM,200,410,0.8248,0.7551,0.7778
15,50,rand2,RF,200,410,0.7565,0.774,0.8202
15,50,rand3,SVM,200,410,0.8114,0.7908,0.8172
15,50,rand3,RF,200,410,0.8001,0.7883,0.8323
15,50,rand4,SVM,200,410,0.8103,0.7569,0.799
15,50,rand4,RF,200,410,0.7385,0.68,0.7531
15,100,first,SVM,336,274,0.322,0.2439,0.2444
15,100,first,RF,336,274,0.3167,0.2454,0.2454
15,100,rand0,SVM,336,274,0.2405,0.2405,0.2415
15,100,rand0,RF,336,274,0.24,0.243,0.2434
15,100,rand1,SVM,336,274,0.2425,0.2425,0.2434
15,100,rand1,RF,336,274,0.2425,0.2434,0.2439
15,100,rand2,SVM,336,274,0.2415,0.243,0.2434
15,100,rand2,RF,336,274,0.241,0.243,0.2434
15,100,rand3,SVM,336,274,0.24,0.242,0.242
15,100,rand3,RF,336,274,0.239,0.2425,0.2425
15,100,rand4,SVM,336,274,0.2415,0.2425,0.2434
15,100,rand4,RF,336,274,0.24,0.243,0.243
16,5,first,SVM,20,661,0.5034,0.819,0.819
16,5,first,RF,20,661,0.5603,0.8331,0.8354
16,5,rand0,SVM,20,661,0.569,0.8198,0.8223
16,5,rand0,RF,20,661,0.5947,0.8337,0.8372
16,5,rand1,SVM,20,661,0.6481,0.8132,0.8169
16,5,rand1,RF,20,661,0.5961,0.8299,0.8351
16,5,rand2,SVM,20,661,0.6028,0.8132,0.813
16,5,rand2,RF,20,661,0.6051,0.8247,0.8258
16,5,rand3,SVM,20,661,0.5963,0.8223,0.8248
16,5,rand3,RF,20,661,0.5676,0.8373,0.8425
16,5,rand4,SVM,20,661,0.5886,0.8135,0.8148
16,5,rand4,RF,20,661,0.6937,0.8275,0.8281
16,10,first,SVM,40,641,0.5882,0.8179,0.8205
16,10,first,RF,40,641,0.6777,0.8327,0.8431
16,10,rand0,SVM,40,641,0.658,0.8151,0.8181
16,10,rand0,RF,40,641,0.6751,0.8231,0.8418
16,10,rand1,SVM,40,641,0.6749,0.8119,0.8168
16,10,rand1,RF,40,641,0.7021,0.834,0.8452
16,10,rand2,SVM,40,641,0.6714,0.8184,0.8318
16,10,rand2,RF,40,641,0.659,0.833,0.8414
16,10,rand3,SVM,40,641,0.6495,0.8095,0.8095
16,10,rand3,RF,40,641,0.7238,0.824,0.8266
16,10,rand4,SVM,40,641,0.709,0.8106,0.8157
16,10,rand4,RF,40,641,0.6854,0.83,0.8369
16,20,first,SVM,80,601,0.5904,0.8034,0.8106
16,20,first,RF,80,601,0.632,0.8226,0.832
16,20,rand0,SVM,80,601,0.749,0.8244,0.8295
16,20,rand0,RF,80,601,0.7452,0.8475,0.854
16,20,rand1,SVM,80,601,0.7113,0.7971,0.8044
16,20,rand1,RF,80,601,0.7552,0.8185,0.8238
16,20,rand2,SVM,80,601,0.7932,0.8075,0.815
16,20,rand2,RF,80,601,0.7444,0.8246,0.8369
