subject,block,block_width,feature_channel,gate_mean,gate_sd
1,5,128,56,0.4336183965206146,0.043910373002290726
1,5,128,57,0.6189072132110596,0.15714624524116516
1,5,128,58,0.415385365486145,0.061261169612407684
1,5,128,59,0.5850238800048828,0.04555505886673927
1,5,128,60,0.7191047072410583,0.11703508347272873
1,5,128,61,0.39455872774124146,0.03186225891113281
1,5,128,62,0.5909138321876526,0.09186249226331711
1,5,128,63,0.6395338773727417,0.1665411740541458
1,5,128,64,0.5181180238723755,0.07584772258996964
1,5,128,65,0.5442092418670654,0.024851318448781967
1,5,128,66,0.4216330349445343,0.13222266733646393
1,5,128,67,0.6024784445762634,0.14362508058547974
1,5,128,68,0.4025513529777527,0.11215606331825256
1,5,128,69,0.5633507966995239,0.1508825719356537
1,5,128,70,0.5576286911964417,0.12612786889076233
1,5,128,71,0.4379981458187103,0.023401448503136635
1,5,128,72,0.5404053330421448,0.07412005215883255
1,5,128,73,0.44138771295547485,0.06997568160295486
1,5,128,74,0.6039618849754333,0.058924250304698944
1,5,128,75,0.4296325743198395,0.05379617214202881
1,5,128,76,0.4603542983531952,0.10359781980514526
1,5,128,77,0.4566993713378906,0.0976741760969162
1,5,128,78,0.5398280024528503,0.04821598157286644
1,5,128,79,0.486089825630188,0.06320267170667648
1,5,128,80,0.44571158289909363,0.03275641053915024
1,5,128,81,0.548979640007019,0.07272610813379288
1,5,128,82,0.6279868483543396,0.0900966003537178
1,5,128,83,0.4633941948413849,0.020897477865219116
1,5,128,84,0.40423429012298584,0.024538027122616768
1,5,128,85,0.6302443742752075,0.08640286326408386
1,5,128,86,0.45351681113243103,0.03857520967721939
1,5,128,87,0.4002339541912079,0.10961569100618362
1,5,128,88,0.383122056722641,0.04954113811254501
1,5,128,89,0.3797403872013092,0.06754886358976364
1,5,128,90,0.45550599694252014,0.060916174203157425
1,5,128,91,0.5243405103683472,0.054584816098213196
1,5,128,92,0.6511082053184509,0.15843814611434937
1,5,128,93,0.5563431978225708,0.051285408437252045
1,5,128,94,0.5241039395332336,0.033493753522634506
1,5,128,95,0.38865306973457336,0.11583252251148224
1,5,128,96,0.5910269618034363,0.06608834862709045
1,5,128,97,0.5575660467147827,0.08375217765569687
1,5,128,98,0.5311512351036072,0.08853329718112946
1,5,128,99,0.6005333065986633,0.10724359005689621
1,5,128,100,0.5656722187995911,0.047669608145952225
1,5,128,101,0.5114122033119202,0.03140474483370781
1,5,128,102,0.3625849485397339,0.07205622643232346
1,5,128,103,0.37405529618263245,0.06750772893428802
